,Unnamed: 0,Date publication,Type de publication,Titre,Libellé recommandation,Destinataire 1,Destinataire 2,Destinataire 3,text_cleaned,text_preprocess,verbe_inf
267,267,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Maîtriser l'indemnisation de la rupture des contrats de travail, s'agissant des licenciements, réduire le recours aux transactions, améliorer l'information du conseil d'administration à ce sujet, et renforcer l'intervention du contrôleur économique et financier dans ce domaine.",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances,Ministère chargé de l'Aménagement du territoire,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]","[Maîtriser, réduire, améliorer, renforcer]"
268,268,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Réformer le  dispositif d'intéressement pour qu'il soit moins automatique et plus en lien avec les performances des agents, en neutralisant la dépendance du résultat à la subvention.",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances, ,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]",[Réformer]
269,269,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Favoriser, sur le territoire national, la  complémentarité avec les CCI, rationaliser l'organisation territoriale en un seul réseau, incluant les chargés d'affaires internationaux (CAI) placés auprès de Bpifrance export.",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances,Ministère chargé de l'Aménagement du territoire,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]","[Favoriser, rationaliser]"
270,270,15/09/2015,Rapport des comptes et de la gestion,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","Rationaliser l'intervention des acteurs de la présence économique française à l'étranger sous l'autorité de l'ambassadeur, en clarifiant le champ occupé par Business France et les CCIFE :
- pour Business France, « l'amont » : accompagnement des entreprises en voie d'implantation,
- pour les CCIFE, « l'aval » : domiciliation, conseil juridique et fiscal à l'égard des entreprises installées.",Ministère chargé des affaires étrangères et européennes,Ministère chargé de l'Économie et des Finances, ,"Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013 Comptes et gestion d'UBIFRANCE, pour les exercices 2009 à 2013","[Comptes, gestion, UBIFRANCE, exercices, Comptes, gestion, UBIFRANCE, exercices]","[Rationaliser, étranger]"
271,271,01/03/2015,Rapport des comptes et de la gestion,Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012,Clarifier le mode de calcul du partage des recettes de contrats issus de l'activité d'UTeam,Ministère chargé de l'Enseignement supérieur et de la Recherche, , ,Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012 Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012,"[Comptes, gestion, exercices, Comptes, gestion, exercices]",[]
272,272,01/03/2015,Rapport des comptes et de la gestion,Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012,"Saisir le conseil d'administration de l'université afin qu'il délibère sur la situation financière d'UTeam, ses perspectives commerciales et la situation de ses fonds propres",Université de Compiègne, , ,Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012 Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012,"[Comptes, gestion, exercices, Comptes, gestion, exercices]",[Saisir]
273,273,01/03/2015,Rapport des comptes et de la gestion,Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012,Communiquer annuellement à l'UTC la liste des personnels de l'université engagés dans des projets d'expertise auprès d'UTeam.,U TEam, , ,Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012 Comptes et gestion d'UTeam SA pour les exercices 2009 à 2012,"[Comptes, gestion, exercices, Comptes, gestion, exercices]",[Communiquer]
274,274,29/09/2015,Rapport des comptes et de la gestion,Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013,"Définir explicitement et de manière argumentée, les objectifs assignés en termes de catégories et de types d'investissements, ainsi qu'en matière de secteurs spécifiques d'activité, voire de zones géographiques prioritaires.",Ministère chargé de l'Économie et des Finances,Ministère chargé de l'Aménagement du territoire,Ministère chargé des affaires étrangères et européennes,Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013 Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013,"[Comptes, gestion, française, investissements, internationaux, exercices, Comptes, gestion, française, investissements, internationaux, exercices]",[Définir]
275,275,29/09/2015,Rapport des comptes et de la gestion,Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013,Effectuer les régularisations comptables ainsi qu'un rapprochement des inventaires physique et comptable afin de fiabiliser les immobilisations de l'AFII dans le cadre du nouvel établissement fusionné.,Agence française pour les investissements internationaux,Ministère chargé de l'Aménagement du territoire,Ministère chargé des affaires étrangères et européennes,Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013 Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013,"[Comptes, gestion, française, investissements, internationaux, exercices, Comptes, gestion, française, investissements, internationaux, exercices]","[Effectuer, fiabiliser]"
276,276,29/09/2015,Rapport des comptes et de la gestion,Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013,Généraliser au sein de Business France les pratiques de dématérialisation et de comptabilité analytique constatées à l'AFII.,Ministère chargé de l'Économie et des Finances,Ministère chargé de l'Aménagement du territoire,Ministère chargé des affaires étrangères et européennes,Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013 Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013,"[Comptes, gestion, française, investissements, internationaux, exercices, Comptes, gestion, française, investissements, internationaux, exercices]",[]
277,277,29/09/2015,Rapport des comptes et de la gestion,Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013,"Optimiser les ressources humaines et financières à travers un plan budgétaire de la fusion, en gageant les surcoûts des deux premières années (aspects ressources humaines, fusion des bases de données et ingénierie informatique, changement de l'identité visuelle) par des économies de moyen terme (mutualisation complète des fonctions support).",Ministère chargé de l'Économie et des Finances,Ministère chargé de l'Aménagement du territoire,Ministère chargé des affaires étrangères et européennes,Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013 Comptes et gestion de l'Agence française pour les investissements internationaux (AFII) pour les exercices 2006 à 2013,"[Comptes, gestion, française, investissements, internationaux, exercices, Comptes, gestion, française, investissements, internationaux, exercices]",[Optimiser]
278,278,25/06/2015,Rapport des comptes et de la gestion,"Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013",Revoir les modalités de fonctionnement du conseil d'administration pour en faire une instance collégiale et décisionnaire., ,Office national d'études et de recherches aérospatiales, ,"Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013 Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013","[Comptes, gestion, national, études, recherches, aérospatiales, exercices, Comptes, gestion, national, études, recherches, aérospatiales, exercices]","[Revoir, faire]"
279,279,25/06/2015,Rapport des comptes et de la gestion,"Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013","Lancer une réflexion sur la gouvernance de l'ONERA , en intégrant une redéfinition du rôle et des modalités de fonctionnement des instances de gouvernance scientifique.", ,Office national d'études et de recherches aérospatiales, ,"Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013 Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013","[Comptes, gestion, national, études, recherches, aérospatiales, exercices, Comptes, gestion, national, études, recherches, aérospatiales, exercices]",[Lancer]
280,280,25/06/2015,Rapport des comptes et de la gestion,"Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013",Adopter un contrat d'objectifs et de performance après avoir mené une réflexion approfondie quant au positionnement et à la stratégie de l'Office., ,Office national d'études et de recherches aérospatiales, ,"Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013 Comptes et gestion de l'Office national d'études et de recherches aérospatiales (ONERA), pour les exercices 2008 à 2013","[Comptes, gestion, national, études, recherches, aérospatiales, exercices, Comptes, gestion, national, études, recherches, aérospatiales, exercices]",[Adopter]
